newindex,BaseDateTime,coordinate,envelope
352,2017-07-12T15:10:02,POINT (-80.05370190009873 26.04390347012832),"POLYGON ((-80.07370190009873 26.02390347012832, -80.03370190009873 26.02390347012832, -80.03370190009873 26.06390347012832, -80.07370190009873 26.06390347012832, -80.07370190009873 26.02390347012832))"
353,2017-07-12T15:11:58,POINT (-80.0207974816109 26.06943394022275),"POLYGON ((-80.04079748161089 26.04943394022276, -80.0007974816109 26.04943394022276, -80.0007974816109 26.08943394022275, -80.04079748161089 26.08943394022275, -80.04079748161089 26.04943394022276))"
354,2017-07-13T13:33:10,POINT (-80.05756310495885 26.0554438724708),"POLYGON ((-80.07756310495884 26.0354438724708, -80.03756310495885 26.0354438724708, -80.03756310495885 26.0754438724708, -80.07756310495884 26.0754438724708, -80.07756310495884 26.0354438724708))"
355,2017-07-13T13:33:40,POINT (-80.01248903997428 26.20668774314126),"POLYGON ((-80.03248903997428 26.18668774314126, -79.99248903997429 26.18668774314126, -79.99248903997429 26.22668774314126, -80.03248903997428 26.22668774314126, -80.03248903997428 26.18668774314126))"
356,2017-07-13T13:34:23,POINT (-80.02211272137579 26.0828071534213),"POLYGON ((-80.04211272137579 26.0628071534213, -80.00211272137579 26.0628071534213, -80.00211272137579 26.1028071534213, -80.04211272137579 26.1028071534213, -80.04211272137579 26.0628071534213))"
357,2017-07-13T13:34:41,POINT (-80.05004927296397 26.20044161702739),"POLYGON ((-80.07004927296397 26.18044161702739, -80.03004927296398 26.18044161702739, -80.03004927296398 26.22044161702739, -80.07004927296397 26.22044161702739, -80.07004927296397 26.18044161702739))"
358,2017-07-13T13:33:15,POINT (-80.048516023901 26.11860777209942),"POLYGON ((-80.068516023901 26.09860777209942, -80.02851602390101 26.09860777209942, -80.02851602390101 26.13860777209942, -80.068516023901 26.13860777209942, -80.068516023901 26.09860777209942))"
359,2017-07-13T13:34:16,POINT (-80.01256185791081 26.09169922098597),"POLYGON ((-80.03256185791081 26.07169922098597, -79.99256185791081 26.07169922098597, -79.99256185791081 26.11169922098597, -80.03256185791081 26.11169922098597, -80.03256185791081 26.07169922098597))"
360,2017-07-13T13:33:57,POINT (-80.03518691455697 26.18811415052977),"POLYGON ((-80.05518691455697 26.16811415052977, -80.01518691455698 26.16811415052977, -80.01518691455698 26.20811415052977, -80.05518691455697 26.20811415052977, -80.05518691455697 26.16811415052977))"
361,2017-07-19T15:12:48,POINT (-80.08534856876854 25.72970519639116),"POLYGON ((-80.10534856876853 25.70970519639116, -80.06534856876854 25.70970519639116, -80.06534856876854 25.74970519639116, -80.10534856876853 25.74970519639116, -80.10534856876853 25.70970519639116))"
362,2017-07-19T15:11:47,POINT (-80.08140882621733 25.7480825252292),"POLYGON ((-80.10140882621732 25.7280825252292, -80.06140882621733 25.7280825252292, -80.06140882621733 25.7680825252292, -80.10140882621732 25.7680825252292, -80.10140882621732 25.7280825252292))"
363,2017-07-19T15:12:03,POINT (-80.0418768609542 25.74924865819582),"POLYGON ((-80.0618768609542 25.72924865819582, -80.02187686095421 25.72924865819582, -80.02187686095421 25.76924865819582, -80.0618768609542 25.76924865819582, -80.0618768609542 25.72924865819582))"
364,2017-07-19T15:12:44,POINT (-80.01623050663976 26.57402277713862),"POLYGON ((-80.03623050663975 26.55402277713862, -79.99623050663976 26.55402277713862, -79.99623050663976 26.59402277713862, -80.03623050663975 26.59402277713862, -80.03623050663975 26.55402277713862))"
365,2017-07-19T15:12:45,POINT (-79.97719425385628 26.72226816117491),"POLYGON ((-79.99719425385628 26.70226816117491, -79.95719425385629 26.70226816117491, -79.95719425385629 26.74226816117491, -79.99719425385628 26.74226816117491, -79.99719425385628 26.70226816117491))"
366,2017-07-24T15:12:17,POINT (-79.90350456518486 26.06635670165853),"POLYGON ((-79.92350456518486 26.04635670165854, -79.88350456518486 26.04635670165854, -79.88350456518486 26.08635670165853, -79.92350456518486 26.08635670165853, -79.92350456518486 26.04635670165854))"
367,2017-07-24T15:12:20,POINT (-79.96496374891237 26.70969117114308),"POLYGON ((-79.98496374891236 26.68969117114309, -79.94496374891237 26.68969117114309, -79.94496374891237 26.72969117114308, -79.98496374891236 26.72969117114308, -79.98496374891236 26.68969117114309))"
368,2017-07-24T15:12:48,POINT (-79.96996247045674 25.8519560496861),"POLYGON ((-79.98996247045673 25.8319560496861, -79.94996247045674 25.8319560496861, -79.94996247045674 25.8719560496861, -79.98996247045673 25.8719560496861, -79.98996247045673 25.8319560496861))"
369,2017-07-24T15:12:02,POINT (-80.01333787439975 26.57399784523688),"POLYGON ((-80.03333787439975 26.55399784523688, -79.99333787439976 26.55399784523688, -79.99333787439976 26.59399784523688, -80.03333787439975 26.59399784523688, -80.03333787439975 26.55399784523688))"
370,2017-07-24T15:11:40,POINT (-79.97438774907465 25.85915456560756),"POLYGON ((-79.99438774907465 25.83915456560756, -79.95438774907466 25.83915456560756, -79.95438774907466 25.87915456560756, -79.99438774907465 25.87915456560756, -79.99438774907465 25.83915456560756))"
371,2017-07-24T15:12:46,POINT (-79.99438215286617 26.68206933395433),"POLYGON ((-80.01438215286616 26.66206933395433, -79.97438215286617 26.66206933395433, -79.97438215286617 26.70206933395433, -80.01438215286616 26.70206933395433, -80.01438215286616 26.66206933395433))"
372,2017-07-25T15:12:10,POINT (-80.04714529218558 25.76590737189175),"POLYGON ((-80.06714529218557 25.74590737189175, -80.02714529218558 25.74590737189175, -80.02714529218558 25.78590737189175, -80.06714529218557 25.78590737189175, -80.06714529218557 25.74590737189175))"
373,2017-07-25T15:11:41,POINT (-80.031284732491 25.70412711090416),"POLYGON ((-80.051284732491 25.68412711090416, -80.01128473249101 25.68412711090416, -80.01128473249101 25.72412711090416, -80.051284732491 25.72412711090416, -80.051284732491 25.68412711090416))"
374,2017-07-25T15:12:06,POINT (-80.02272214788574 25.82799403888372),"POLYGON ((-80.04272214788574 25.80799403888372, -80.00272214788575 25.80799403888372, -80.00272214788575 25.84799403888372, -80.04272214788574 25.84799403888372, -80.04272214788574 25.80799403888372))"
375,2017-07-25T15:11:23,POINT (-80.0892071148795 25.84562464986468),"POLYGON ((-80.1092071148795 25.82562464986468, -80.0692071148795 25.82562464986468, -80.0692071148795 25.86562464986468, -80.1092071148795 25.86562464986468, -80.1092071148795 25.82562464986468))"
376,2017-07-25T15:11:56,POINT (-80.10295630550941 25.79941992563668),"POLYGON ((-80.1229563055094 25.77941992563668, -80.08295630550941 25.77941992563668, -80.08295630550941 25.81941992563668, -80.1229563055094 25.81941992563668, -80.1229563055094 25.77941992563668))"
377,2017-07-25T15:11:42,POINT (-80.0973767270137 25.70578558219053),"POLYGON ((-80.11737672701369 25.68578558219053, -80.0773767270137 25.68578558219053, -80.0773767270137 25.72578558219053, -80.11737672701369 25.72578558219053, -80.11737672701369 25.68578558219053))"
378,2017-07-25T15:11:03,POINT (-80.08411655968463 25.83826424955788),"POLYGON ((-80.10411655968463 25.81826424955788, -80.06411655968463 25.81826424955788, -80.06411655968463 25.85826424955788, -80.10411655968463 25.85826424955788, -80.10411655968463 25.81826424955788))"
379,2017-07-06T15:11:51,POINT (-80.0465933082272 25.89063737402186),"POLYGON ((-80.0665933082272 25.87063737402186, -80.02659330822721 25.87063737402186, -80.02659330822721 25.91063737402186, -80.0665933082272 25.91063737402186, -80.0665933082272 25.87063737402186))"
380,2017-07-25T15:12:56,POINT (-80.12884103436984 25.70737416336167),"POLYGON ((-80.14884103436984 25.68737416336167, -80.10884103436985 25.68737416336167, -80.10884103436985 25.72737416336167, -80.14884103436984 25.72737416336167, -80.14884103436984 25.68737416336167))"
381,2017-07-06T15:11:42,POINT (-80.06612668620014 25.70944503262794),"POLYGON ((-80.08612668620013 25.68944503262794, -80.04612668620014 25.68944503262794, -80.04612668620014 25.72944503262794, -80.08612668620013 25.72944503262794, -80.08612668620013 25.68944503262794))"
382,2017-07-25T15:12:06,POINT (-80.04954693177302 25.82365737430066),"POLYGON ((-80.06954693177302 25.80365737430066, -80.02954693177303 25.80365737430066, -80.02954693177303 25.84365737430066, -80.06954693177302 25.84365737430066, -80.06954693177302 25.80365737430066))"
383,2017-08-02T19:16:19,POINT (-80.0248256289014 26.14105313341934),"POLYGON ((-80.04482562890139 26.12105313341934, -80.0048256289014 26.12105313341934, -80.0048256289014 26.16105313341934, -80.04482562890139 26.16105313341934, -80.04482562890139 26.12105313341934))"
384,2017-08-14T15:12:21,POINT (-79.92333690364177 26.65108181823603),"POLYGON ((-79.94333690364176 26.63108181823603, -79.90333690364177 26.63108181823603, -79.90333690364177 26.67108181823603, -79.94333690364176 26.67108181823603, -79.94333690364176 26.63108181823603))"
385,2017-08-16T15:13:12,POINT (-80.05926474307059 25.95959027326227),"POLYGON ((-80.07926474307058 25.93959027326227, -80.03926474307059 25.93959027326227, -80.03926474307059 25.97959027326227, -80.07926474307058 25.97959027326227, -80.07926474307058 25.93959027326227))"
386,2017-08-30T16:25:03,POINT (-80.03832403088379 26.09839411290555),"POLYGON ((-80.05832403088378 26.07839411290555, -80.01832403088379 26.07839411290555, -80.01832403088379 26.11839411290555, -80.05832403088378 26.11839411290555, -80.05832403088378 26.07839411290555))"
387,,,
388,,,
389,,,
390,,,
391,,,
392,,,
393,,,
394,,,
395,,,
396,,,
397,,,
398,,,
399,,,
400,,,
401,,,
402,,,
403,,,
404,,,
405,,,
406,,,
407,,,
408,,,
409,,,
410,,,
411,,,
412,,,
413,,,
414,,,
415,,,
416,,,
417,,,
418,,,
419,,,
420,,,
421,,,
422,,,
423,,,
424,,,
425,,,
426,,,
427,,,
428,,,
429,,,
430,,,
431,,,
432,,,
433,,,
434,,,
435,,,
436,,,
437,,,
438,,,
439,,,
440,,,
383,2017-08-02T19:16:19,POINT (-80.0248256289014 26.14105313341934),"POLYGON ((-80.04482562890139 26.12105313341934, -80.0048256289014 26.12105313341934, -80.0048256289014 26.16105313341934, -80.04482562890139 26.16105313341934, -80.04482562890139 26.12105313341934))"
384,2017-08-14T15:12:21,POINT (-79.92333690364177 26.65108181823603),"POLYGON ((-79.94333690364176 26.63108181823603, -79.90333690364177 26.63108181823603, -79.90333690364177 26.67108181823603, -79.94333690364176 26.67108181823603, -79.94333690364176 26.63108181823603))"
385,2017-08-16T15:13:12,POINT (-80.05926474307059 25.95959027326227),"POLYGON ((-80.07926474307058 25.93959027326227, -80.03926474307059 25.93959027326227, -80.03926474307059 25.97959027326227, -80.07926474307058 25.97959027326227, -80.07926474307058 25.93959027326227))"
386,2017-08-30T16:25:03,POINT (-80.03832403088379 26.09839411290555),"POLYGON ((-80.05832403088378 26.07839411290555, -80.01832403088379 26.07839411290555, -80.01832403088379 26.11839411290555, -80.05832403088378 26.11839411290555, -80.05832403088378 26.07839411290555))"
387,,,
388,,,
389,,,
390,,,
391,,,
392,,,
393,,,
394,,,
395,,,
396,,,
397,,,
398,,,
399,,,
400,,,
401,,,
402,,,
403,,,
404,,,
405,,,
406,,,
407,,,
408,,,
409,,,
410,,,
411,,,
412,,,
413,,,
414,,,
415,,,
416,,,
417,,,
418,,,
419,,,
420,,,
421,,,
422,,,
423,,,
424,,,
425,,,
426,,,
427,,,
428,,,
429,,,
430,,,
431,,,
432,,,
433,,,
434,,,
435,,,
436,,,
437,,,
438,,,
439,,,
440,,,
517,2017-10-06T16:41:35,POINT (-80.01048041283468 26.51454641804678),"POLYGON ((-80.03048041283468 26.49454641804678, -79.99048041283469 26.49454641804678, -79.99048041283469 26.53454641804678, -80.03048041283468 26.53454641804678, -80.03048041283468 26.49454641804678))"
518,2017-10-06T16:40:16,POINT (-80.00402651296157 26.5323112487865),"POLYGON ((-80.02402651296157 26.5123112487865, -79.98402651296158 26.5123112487865, -79.98402651296158 26.5523112487865, -80.02402651296157 26.5523112487865, -80.02402651296157 26.5123112487865))"
519,2017-10-09T15:54:38,POINT (-80.01407015681389 26.53775750492687),"POLYGON ((-80.03407015681388 26.51775750492687, -79.99407015681389 26.51775750492687, -79.99407015681389 26.55775750492687, -80.03407015681388 26.55775750492687, -80.03407015681388 26.51775750492687))"
520,2017-10-09T15:53:27,POINT (-80.0453735019416 26.45033954483278),"POLYGON ((-80.06537350194159 26.43033954483278, -80.0253735019416 26.43033954483278, -80.0253735019416 26.47033954483278, -80.06537350194159 26.47033954483278, -80.06537350194159 26.43033954483278))"
521,2017-10-09T15:54:38,POINT (-79.95315384768317 26.47989816396144),"POLYGON ((-79.97315384768316 26.45989816396144, -79.93315384768317 26.45989816396144, -79.93315384768317 26.49989816396144, -79.97315384768316 26.49989816396144, -79.97315384768316 26.45989816396144))"
522,2017-10-09T15:53:48,POINT (-80.04668374382078 26.43888092544281),"POLYGON ((-80.06668374382078 26.41888092544281, -80.02668374382078 26.41888092544281, -80.02668374382078 26.45888092544281, -80.06668374382078 26.45888092544281, -80.06668374382078 26.41888092544281))"
523,2017-10-10T15:14:31,POINT (-80.02024765551087 26.30875327825434),"POLYGON ((-80.04024765551087 26.28875327825434, -80.00024765551088 26.28875327825434, -80.00024765551088 26.32875327825434, -80.04024765551087 26.32875327825434, -80.04024765551087 26.28875327825434))"
524,2017-10-10T15:14:32,POINT (-80.04792204476553 26.17563717089397),"POLYGON ((-80.06792204476552 26.15563717089397, -80.02792204476553 26.15563717089397, -80.02792204476553 26.19563717089397, -80.06792204476552 26.19563717089397, -80.06792204476552 26.15563717089397))"
525,2017-10-10T15:14:12,POINT (-80.08821398646256 26.07137292351249),"POLYGON ((-80.10821398646256 26.05137292351249, -80.06821398646257 26.05137292351249, -80.06821398646257 26.09137292351249, -80.10821398646256 26.09137292351249, -80.10821398646256 26.05137292351249))"
526,2017-10-10T15:14:32,POINT (-79.9999852035279 26.36362776373611),"POLYGON ((-80.0199852035279 26.34362776373611, -79.9799852035279 26.34362776373611, -79.9799852035279 26.38362776373611, -80.0199852035279 26.38362776373611, -80.0199852035279 26.34362776373611))"
527,2017-10-10T15:14:47,POINT (-80.02938654602792 26.14650420649992),"POLYGON ((-80.04938654602792 26.12650420649992, -80.00938654602793 26.12650420649992, -80.00938654602793 26.16650420649992, -80.04938654602792 26.16650420649992, -80.04938654602792 26.12650420649992))"
528,2017-10-10T15:15:22,POINT (-80.04517327638337 26.04433925534184),"POLYGON ((-80.06517327638336 26.02433925534184, -80.02517327638337 26.02433925534184, -80.02517327638337 26.06433925534184, -80.06517327638336 26.06433925534184, -80.06517327638336 26.02433925534184))"
529,2017-10-10T15:15:52,POINT (-79.99616619111731 26.37652165878249),"POLYGON ((-80.01616619111731 26.35652165878249, -79.97616619111731 26.35652165878249, -79.97616619111731 26.39652165878249, -80.01616619111731 26.39652165878249, -80.01616619111731 26.35652165878249))"
530,2017-10-10T15:15:34,POINT (-80.02954394584268 26.30366866162982),"POLYGON ((-80.04954394584267 26.28366866162982, -80.00954394584268 26.28366866162982, -80.00954394584268 26.32366866162982, -80.04954394584267 26.32366866162982, -80.04954394584267 26.28366866162982))"
531,2017-10-10T15:14:31,POINT (-80.03191484089423 26.30957802364986),"POLYGON ((-80.05191484089423 26.28957802364986, -80.01191484089424 26.28957802364986, -80.01191484089424 26.32957802364986, -80.05191484089423 26.32957802364986, -80.05191484089423 26.28957802364986))"
532,2017-10-10T15:14:32,POINT (-80.02228622206925 26.14741815076604),"POLYGON ((-80.04228622206925 26.12741815076604, -80.00228622206926 26.12741815076604, -80.00228622206926 26.16741815076604, -80.04228622206925 26.16741815076604, -80.04228622206925 26.12741815076604))"
533,2017-10-10T15:14:12,POINT (-80.0801795494129 26.0619752623151),"POLYGON ((-80.1001795494129 26.0419752623151, -80.06017954941291 26.0419752623151, -80.06017954941291 26.0819752623151, -80.1001795494129 26.0819752623151, -80.1001795494129 26.0419752623151))"
534,2017-10-10T15:14:32,POINT (-80.00040704317234 26.34747759135864),"POLYGON ((-80.02040704317234 26.32747759135864, -79.98040704317235 26.32747759135864, -79.98040704317235 26.36747759135864, -80.02040704317234 26.36747759135864, -80.02040704317234 26.32747759135864))"
535,2017-10-10T15:14:47,POINT (-80.06282425948145 26.1776138038643),"POLYGON ((-80.08282425948144 26.1576138038643, -80.04282425948145 26.1576138038643, -80.04282425948145 26.1976138038643, -80.08282425948144 26.1976138038643, -80.08282425948144 26.1576138038643))"
536,2017-10-11T16:21:17,POINT (-80.01277880876883 26.68501253560619),"POLYGON ((-80.03277880876882 26.66501253560619, -79.99277880876883 26.66501253560619, -79.99277880876883 26.70501253560619, -80.03277880876882 26.70501253560619, -80.03277880876882 26.66501253560619))"
537,2017-10-11T15:15:45,POINT (-80.04729441699205 25.75688577507462),"POLYGON ((-80.06729441699204 25.73688577507462, -80.02729441699205 25.73688577507462, -80.02729441699205 25.77688577507462, -80.06729441699204 25.77688577507462, -80.06729441699204 25.73688577507462))"
538,2017-10-11T15:14:50,POINT (-79.91863094210764 25.8589027360103),"POLYGON ((-79.93863094210764 25.8389027360103, -79.89863094210764 25.8389027360103, -79.89863094210764 25.8789027360103, -79.93863094210764 25.8789027360103, -79.93863094210764 25.8389027360103))"
539,2017-10-11T15:15:04,POINT (-80.04278221533373 25.76973847837771),"POLYGON ((-80.06278221533373 25.74973847837771, -80.02278221533373 25.74973847837771, -80.02278221533373 25.78973847837771, -80.06278221533373 25.78973847837771, -80.06278221533373 25.74973847837771))"
540,2017-10-11T15:15:34,POINT (-80.0419964626393 25.82558256594962),"POLYGON ((-80.0619964626393 25.80558256594962, -80.02199646263931 25.80558256594962, -80.02199646263931 25.84558256594962, -80.0619964626393 25.84558256594962, -80.0619964626393 25.80558256594962))"
541,2017-10-13T15:16:16,POINT (-79.98677036496147 25.68737487668243),"POLYGON ((-80.00677036496147 25.66737487668243, -79.96677036496148 25.66737487668243, -79.96677036496148 25.70737487668243, -80.00677036496147 25.70737487668243, -80.00677036496147 25.66737487668243))"
542,2017-10-13T15:16:01,POINT (-80.0473942133448 26.29334526813888),"POLYGON ((-80.0673942133448 26.27334526813888, -80.02739421334481 26.27334526813888, -80.02739421334481 26.31334526813888, -80.0673942133448 26.31334526813888, -80.0673942133448 26.27334526813888))"
543,2017-10-13T15:16:32,POINT (-79.99872108038397 26.13984023690666),"POLYGON ((-80.01872108038397 26.11984023690666, -79.97872108038398 26.11984023690666, -79.97872108038398 26.15984023690666, -80.01872108038397 26.15984023690666, -80.01872108038397 26.11984023690666))"
544,2017-10-13T15:16:35,POINT (-79.96523762553318 26.66769578088637),"POLYGON ((-79.98523762553317 26.64769578088637, -79.94523762553318 26.64769578088637, -79.94523762553318 26.68769578088637, -79.98523762553317 26.68769578088637, -79.98523762553317 26.64769578088637))"
545,2017-10-13T15:15:15,POINT (-79.96087667558639 25.78371965457255),"POLYGON ((-79.98087667558639 25.76371965457255, -79.9408766755864 25.76371965457255, -79.9408766755864 25.80371965457255, -79.98087667558639 25.80371965457255, -79.98087667558639 25.76371965457255))"
546,2017-10-13T15:16:39,POINT (-80.02900928793386 26.13248149117514),"POLYGON ((-80.04900928793386 26.11248149117514, -80.00900928793386 26.11248149117514, -80.00900928793386 26.15248149117514, -80.04900928793386 26.15248149117514, -80.04900928793386 26.11248149117514))"
547,2017-10-13T15:16:39,POINT (-79.97670525271278 26.02627519717951),"POLYGON ((-79.99670525271277 26.00627519717951, -79.95670525271278 26.00627519717951, -79.95670525271278 26.04627519717951, -79.99670525271277 26.04627519717951, -79.99670525271277 26.00627519717951))"
548,2017-10-13T15:16:50,POINT (-80.02405883370187 25.96758004026701),"POLYGON ((-80.04405883370187 25.94758004026701, -80.00405883370188 25.94758004026701, -80.00405883370188 25.98758004026701, -80.04405883370187 25.98758004026701, -80.04405883370187 25.94758004026701))"
549,2017-10-13T15:16:29,POINT (-80.02340575860373 26.20276815390156),"POLYGON ((-80.04340575860373 26.18276815390156, -80.00340575860373 26.18276815390156, -80.00340575860373 26.22276815390156, -80.04340575860373 26.22276815390156, -80.04340575860373 26.18276815390156))"
550,2017-10-13T15:15:40,POINT (-79.93686106987955 25.76310705734534),"POLYGON ((-79.95686106987955 25.74310705734534, -79.91686106987956 25.74310705734534, -79.91686106987956 25.78310705734534, -79.95686106987955 25.78310705734534, -79.95686106987955 25.74310705734534))"
551,2017-10-13T15:16:41,POINT (-79.93813910819679 26.65428307386067),"POLYGON ((-79.95813910819679 26.63428307386067, -79.9181391081968 26.63428307386067, -79.9181391081968 26.67428307386067, -79.95813910819679 26.67428307386067, -79.95813910819679 26.63428307386067))"
552,2017-10-13T15:16:40,POINT (-80.01872278381404 26.28075807360608),"POLYGON ((-80.03872278381404 26.26075807360608, -79.99872278381405 26.26075807360608, -79.99872278381405 26.30075807360608, -80.03872278381404 26.30075807360608, -80.03872278381404 26.26075807360608))"
553,2017-10-16T12:50:28,POINT (-80.08792195163487 26.02516860827416),"POLYGON ((-80.10792195163486 26.00516860827416, -80.06792195163487 26.00516860827416, -80.06792195163487 26.04516860827416, -80.10792195163486 26.04516860827416, -80.10792195163486 26.00516860827416))"
554,2017-10-19T13:11:24,POINT (-80.02171370819939 25.83638178351993),"POLYGON ((-80.04171370819938 25.81638178351993, -80.00171370819939 25.81638178351993, -80.00171370819939 25.85638178351993, -80.04171370819938 25.85638178351993, -80.04171370819938 25.81638178351993))"
555,2017-10-27T17:35:15,POINT (-79.98101518535964 26.70678662703856),"POLYGON ((-80.00101518535963 26.68678662703856, -79.96101518535964 26.68678662703856, -79.96101518535964 26.72678662703856, -80.00101518535963 26.72678662703856, -80.00101518535963 26.68678662703856))"
556,2017-10-27T15:16:29,POINT (-80.0505794914264 26.14642065667501),"POLYGON ((-80.0705794914264 26.12642065667501, -80.03057949142641 26.12642065667501, -80.03057949142641 26.166420656675, -80.0705794914264 26.166420656675, -80.0705794914264 26.12642065667501))"
557,2017-10-27T15:17:20,POINT (-80.01617176414977 26.21619209451732),"POLYGON ((-80.03617176414977 26.19619209451732, -79.99617176414978 26.19619209451732, -79.99617176414978 26.23619209451732, -80.03617176414977 26.23619209451732, -80.03617176414977 26.19619209451732))"
558,2017-10-27T15:16:18,POINT (-80.01845602816164 26.26889052743482),"POLYGON ((-80.03845602816163 26.24889052743482, -79.99845602816164 26.24889052743482, -79.99845602816164 26.28889052743482, -80.03845602816163 26.28889052743482, -80.03845602816163 26.24889052743482))"
559,2017-10-27T15:17:45,POINT (-80.0284774474701 26.18763764825197),"POLYGON ((-80.04847744747009 26.16763764825197, -80.0084774474701 26.16763764825197, -80.0084774474701 26.20763764825197, -80.04847744747009 26.20763764825197, -80.04847744747009 26.16763764825197))"
560,2017-10-27T15:16:47,POINT (-80.00808757129154 26.33830322637159),"POLYGON ((-80.02808757129154 26.31830322637159, -79.98808757129154 26.31830322637159, -79.98808757129154 26.35830322637159, -80.02808757129154 26.35830322637159, -80.02808757129154 26.31830322637159))"
561,2017-10-27T15:16:32,POINT (-80.03792134770373 26.00860664931055),"POLYGON ((-80.05792134770373 25.98860664931055, -80.01792134770373 25.98860664931055, -80.01792134770373 26.02860664931055, -80.05792134770373 26.02860664931055, -80.05792134770373 25.98860664931055))"
562,2017-10-27T15:17:45,POINT (-80.07987805109909 26.03708871063801),"POLYGON ((-80.09987805109908 26.01708871063801, -80.05987805109909 26.01708871063801, -80.05987805109909 26.05708871063801, -80.09987805109908 26.05708871063801, -80.09987805109908 26.01708871063801))"
563,2017-10-27T15:16:34,POINT (-80.02841256346525 26.08611320279494),"POLYGON ((-80.04841256346525 26.06611320279494, -80.00841256346526 26.06611320279494, -80.00841256346526 26.10611320279494, -80.04841256346525 26.10611320279494, -80.04841256346525 26.06611320279494))"
564,2017-10-27T15:16:11,POINT (-80.02270579140536 26.20587853586408),"POLYGON ((-80.04270579140535 26.18587853586408, -80.00270579140536 26.18587853586408, -80.00270579140536 26.22587853586408, -80.04270579140535 26.22587853586408, -80.04270579140535 26.18587853586408))"
565,2017-10-27T15:17:20,POINT (-80.03350548550111 26.27025381330086),"POLYGON ((-80.05350548550111 26.25025381330086, -80.01350548550111 26.25025381330086, -80.01350548550111 26.29025381330086, -80.05350548550111 26.29025381330086, -80.05350548550111 26.25025381330086))"
566,2017-10-27T15:17:40,POINT (-80.00434878449266 26.3606340522527),"POLYGON ((-80.02434878449266 26.3406340522527, -79.98434878449267 26.3406340522527, -79.98434878449267 26.3806340522527, -80.02434878449266 26.3806340522527, -80.02434878449266 26.3406340522527))"
567,2017-10-27T15:17:06,POINT (-80.03775864899644 26.00461344285453),"POLYGON ((-80.05775864899644 25.98461344285453, -80.01775864899645 25.98461344285453, -80.01775864899645 26.02461344285453, -80.05775864899644 26.02461344285453, -80.05775864899644 25.98461344285453))"
568,2017-10-27T15:16:17,POINT (-80.00963134349604 26.0491735268282),"POLYGON ((-80.02963134349604 26.0291735268282, -79.98963134349604 26.0291735268282, -79.98963134349604 26.0691735268282, -80.02963134349604 26.0691735268282, -80.02963134349604 26.0291735268282))"
569,2017-10-27T15:16:03,POINT (-80.01714446311475 26.16287852977673),"POLYGON ((-80.03714446311474 26.14287852977673, -79.99714446311475 26.14287852977673, -79.99714446311475 26.18287852977673, -80.03714446311474 26.18287852977673, -80.03714446311474 26.14287852977673))"
570,2017-10-27T15:17:35,POINT (-80.06648850389973 26.1468954979338),"POLYGON ((-80.08648850389973 26.1268954979338, -80.04648850389974 26.1268954979338, -80.04648850389974 26.1668954979338, -80.08648850389973 26.1668954979338, -80.08648850389973 26.1268954979338))"
571,2017-10-27T15:16:37,POINT (-80.06569639378927 26.01128582356599),"POLYGON ((-80.08569639378926 25.99128582356599, -80.04569639378927 25.99128582356599, -80.04569639378927 26.03128582356599, -80.08569639378926 26.03128582356599, -80.08569639378926 25.99128582356599))"
572,2017-10-27T15:17:12,POINT (-80.01757004254695 26.05994446657797),"POLYGON ((-80.03757004254695 26.03994446657797, -79.99757004254695 26.03994446657797, -79.99757004254695 26.07994446657797, -80.03757004254695 26.07994446657797, -80.03757004254695 26.03994446657797))"
573,2017-10-27T15:16:03,POINT (-79.94701568416926 26.42492614979925),"POLYGON ((-79.96701568416925 26.40492614979925, -79.92701568416926 26.40492614979925, -79.92701568416926 26.44492614979925, -79.96701568416925 26.44492614979925, -79.96701568416925 26.40492614979925))"
574,2017-10-27T15:16:10,POINT (-80.0645683439396 26.27327186234193),"POLYGON ((-80.08456834393959 26.25327186234193, -80.0445683439396 26.25327186234193, -80.0445683439396 26.29327186234193, -80.08456834393959 26.29327186234193, -80.08456834393959 26.25327186234193))"
575,2017-10-27T15:17:29,POINT (-80.0751592549727 26.14096478546336),"POLYGON ((-80.0951592549727 26.12096478546336, -80.05515925497271 26.12096478546336, -80.05515925497271 26.16096478546336, -80.0951592549727 26.16096478546336, -80.0951592549727 26.12096478546336))"
576,2017-10-27T15:17:41,POINT (-80.01550197542548 26.00115090357781),"POLYGON ((-80.03550197542548 25.98115090357781, -79.99550197542548 25.98115090357781, -79.99550197542548 26.02115090357781, -80.03550197542548 26.02115090357781, -80.03550197542548 25.98115090357781))"
577,2017-10-27T15:16:36,POINT (-80.03118439771625 25.93109405889665),"POLYGON ((-80.05118439771624 25.91109405889665, -80.01118439771625 25.91109405889665, -80.01118439771625 25.95109405889665, -80.05118439771624 25.95109405889665, -80.05118439771624 25.91109405889665))"
578,2017-10-27T15:17:14,POINT (-79.96623843482719 26.48303027248325),"POLYGON ((-79.98623843482719 26.46303027248325, -79.94623843482719 26.46303027248325, -79.94623843482719 26.50303027248325, -79.98623843482719 26.50303027248325, -79.98623843482719 26.46303027248325))"
579,2017-10-30T15:17:07,POINT (-80.09370135893218 26.04530503130024),"POLYGON ((-80.11370135893218 26.02530503130024, -80.07370135893218 26.02530503130024, -80.07370135893218 26.06530503130024, -80.11370135893218 26.06530503130024, -80.11370135893218 26.02530503130024))"
